Category,Name,Price,Rating,Reviews,URL,Price_Segment,Name_Length,Price_Per_Char
Sports,IPRee 7 Meter/50 LED Solar Droplet Lights String Outdoor Waterproof Garden Lawn Paths Fencing Wedding Party Holiday Decora Solar Powered Light,9.99,0.0,0,https://www.banggood.com/IPRee-7-Meter-or-50-LED-Solar-Droplet-Lights-String-Outdoor-Waterproof-Garden-Lawn-Paths-Fencing-Wedding-Party-Holiday-Decora-Solar-Powered-Light-p-2041230.html?rmmds=SportsFlashDeals&cur_warehouse=CN&ID=6290428,Budget (<$10),142,0.07035211267605634
Sports,TENGOO 1pc Winter Neck Gaiter Hat For Men And Women Camping Fleece Neck Gaiter Ski Tube Scarf Snowboard Half Face Mask Face Cover Men Women Outdoor Cold Proof Neck Winter,7.99,0.0,0,https://www.banggood.com/TENGOO-1pc-Winter-Neck-Gaiter-Hat-For-Men-And-Women-Camping-Fleece-Neck-Gaiter-Ski-Tube-Scarf-Snowboard-Half-Face-Mask-Face-Cover-Men-Women-Outdoor-Cold-Proof-Neck-Winter-p-2024100.html?rmmds=SportsFlashDeals&cur_warehouse=CN&ID=6290823,Budget (<$10),170,0.047
Sports,ANGWATT Speed Throttle For ANGWATT X1 ANGWATT CS1 ANGWATT F1 NEW ANGWATT T1 2.0 ANGWATT C1 2.0 ANGWATT C1 MAX ANGWATT T1 3.0 ANGWATT X1 2.0 ANGWATT CS1 PRO ANGWATT CS1 2025,13.7,0.0,0,https://www.banggood.com/ANGWATT-Speed-Throttle-For-ANGWATT-X1-ANGWATT-CS1-ANGWATT-F1-NEW-ANGWATT-T1-2_0-ANGWATT-C1-2_0-ANGWATT-C1-MAX-ANGWATT-T1-3_0-ANGWATT-X1-2_0-ANGWATT-CS1-PRO-ANGWATT-CS1-2025-p-2021141.html?rmmds=SportsFlashDeals&cur_warehouse=CN&ID=6287830,Mid-Range ($10-50),172,0.07965116279069767
Sports,LAOTIE BM2 Universal Bike Phone Holder Four Corners Shockproof Free Rotation 4.0,9.99,0.0,0,https://www.banggood.com/LAOTIE-BM2-Universal-Bike-Phone-Holder-Four-Corners-Shockproof-Free-Rotation-4_0-inch-7_0-inch-Cellphone-Electric-Scooter-Motorcycle-Bicycle-Mount-for-SAMEBIKE-LAOTIE-p-2014903.html?rmmds=SportsFlashDeals&cur_warehouse=CN&ID=0,Budget (<$10),80,0.124875
Sports,Anti-theft Lock For Electric Scooter Xiaomi Mijia Electric Scooter Electric Bike Disc Brake Lock With Steel Wire Bicycle Mountain Bike Motorcycle Disc lock Safety Theft Protect,4.59,0.0,0,https://www.banggood.com/Anti-theft-Lock-For-Electric-Scooter-Xiaomi-Mijia-Electric-Scooter-Electric-Bike-Disc-Brake-Lock-With-Steel-Wire-Bicycle-Mountain-Bike-Motorcycle-Disc-lock-Safety-Theft-Protect-p-1981220.html?rmmds=SportsFlashDeals&cur_warehouse=CN&ID=6287830,Budget (<$10),176,0.026079545454545452
Electronics,SEALIGHT S2S-H7 Pair Car Front LED Headlight Car Headlamp Hi/Low Beam Super Brightness Light Bulb 6500K Cool White,18.99,0.0,0,https://www.banggood.com/SEALIGHT-S2S-H7-Pair-Car-Front-LED-Headlight-Car-Headlamp-Hi-or-Low-Beam-Super-Brightness-Light-Bulb-6500K-Cool-White-p-2008375.html?rmmds=AutomobilesFlashDeals&cur_warehouse=CN&ID=0,Mid-Range ($10-50),114,0.16657894736842105
Electronics,12V/24V Car Heater Fan Fast Heat Truck/Excavator Interior Heating Auto Electric Heater Cooling Auto Windshield Defroster Defogger Demister,11.99,0.0,0,https://www.banggood.com/12V-or-24V-Car-Heater-Fan-Fast-Heat-Truck-or-Excavator-Interior-Heating-Auto-Electric-Heater-Cooling-Auto-Windshield-Defroster-Defogger-Demister-p-2023894.html?rmmds=AutomobilesFlashDeals&cur_warehouse=CN&ID=495546287830,Mid-Range ($10-50),138,0.08688405797101449
Electronics,Rain Shoe Covers Waterproof Anti-Slip Rainproof Motorcycle Shoe Covers High Long Tube Waterproof Shoe Covers Non-Slip Thickened Outdoor Riding Sandproof Snowproof,9.99,0.0,0,https://www.banggood.com/Rain-Shoe-Covers-Waterproof-Anti-Slip-Rainproof-Motorcycle-Shoe-Covers-High-Long-Tube-Waterproof-Shoe-Covers-Non-Slip-Thickened-Outdoor-Riding-Sandproof-Snowproof-p-2013254.html?rmmds=AutomobilesFlashDeals&cur_warehouse=CN&ID=521822,Budget (<$10),162,0.06166666666666667
Electronics,250W PD Car Charger QC3.0 Fast Charge with Digital Display Plug Car Charger Socket Flash Charge Digital Display Car Charger,5.99,0.0,0,https://www.banggood.com/250W-PD-Car-Charger-QC3_0-Fast-Charge-with-Digital-Display-Plug-Car-Charger-Socket-Flash-Charge-Digital-Display-Car-Charger-p-2014950.html?rmmds=AutomobilesFlashDeals&cur_warehouse=CN&ID=511646,Budget (<$10),123,0.04869918699186992
Electronics,5 Inch Single Din Car Stereo MP5 Player 300PPI Ultra-Clear Touchscreen bluetooth Reverse Interconnection Wireless Apple CarPlay/Android Auto USB Type-C Fast Charge,45.99,0.0,0,https://www.banggood.com/5-Inch-Single-Din-Car-Stereo-MP5-Player-300PPI-Ultra-Clear-Touchscreen-bluetooth-Reverse-Interconnection-Wireless-Apple-CarPlay-or-Android-Auto-USB-Type-C-Fast-Charge-p-2029089.html?rmmds=AutomobilesFlashDeals&cur_warehouse=CN&ID=6287830,Mid-Range ($10-50),163,0.2821472392638037
Electronics,2PCS Car Blind Spot Mirror 360° Adjustable HD Glass Wide Angle Rearview Frameless Round Frame Convex Blind Spot Mirror Safety Driving Wide Angle  Adjustable Clear Rearview Mirror,4.99,0.0,0,https://www.banggood.com/2PCS-Car-Blind-Spot-Mirror-360-Adjustable-HD-Glass-Wide-Angle-Rearview-Frameless-Round-Frame-Convex-Blind-Spot-Mirror-Safety-Driving-Wide-Angle-Adjustable-Clear-Rearview-Mirror-p-2019454.html?rmmds=AutomobilesFlashDeals&cur_warehouse=CN&ID=0,Budget (<$10),178,0.02803370786516854
Electronics,AZDOME GS63H Pro 2CH Dash Cam 4K with Super Night Vision 24H Parking Mode With 64G Memory Card Dual Dash Cam  4K+1080P Front Rear Cameras,109.99,0.0,0,https://www.banggood.com/AZDOME-GS63H-Pro-2CH-Dash-Cam-4K-with-Super-Night-Vision-24H-Parking-Mode-With-64G-Memory-Card-Dual-Dash-Cam-4K+1080P-Front-Rear-Cameras-p-2016930.html?rmmds=AutomobilesFlashDeals&cur_warehouse=CN&ID=0,Premium ($50-200),137,0.8028467153284671
